time	sig 0	sig 1
  1.020	 -0.670	 -0.600
  1.024	 -0.655	 -0.625
  1.028	 -0.625	 -0.620
  1.032	 -0.615	 -0.650
  1.036	 -0.560	 -0.640
  1.040	 -0.500	 -0.665
  1.044	 -0.455	 -0.640
  1.048	 -0.395	 -0.645
  1.052	 -0.340	 -0.645
  1.056	 -0.295	 -0.635
  1.060	 -0.240	 -0.600
  1.064	 -0.220	 -0.595
  1.068	 -0.195	 -0.570
  1.072	 -0.145	 -0.540
  1.076	 -0.110	 -0.510
  1.080	 -0.070	 -0.465
  1.084	 -0.050	 -0.400
  1.088	 -0.030	 -0.370
  1.092	 -0.030	 -0.345
  1.096	 -0.030	 -0.310
  1.100	 -0.025	 -0.290
  1.104	 -0.050	 -0.285
  1.108	 -0.070	 -0.255
  1.112	 -0.080	 -0.270
  1.116	 -0.080	 -0.255
  1.120	 -0.100	 -0.195
  1.124	 -0.110	 -0.190
  1.128	 -0.105	 -0.230
  1.132	 -0.100	 -0.200
  1.136	 -0.100	 -0.215
  1.140	 -0.115	 -0.230
  1.144	 -0.125	 -0.185
  1.148	 -0.130	 -0.175
  1.152	 -0.150	 -0.175
  1.156	 -0.145	 -0.190
  1.160	 -0.160	 -0.180
  1.164	 -0.160	 -0.180
  1.168	 -0.150	 -0.200
  1.172	 -0.135	 -0.220
  1.176	 -0.150	 -0.215
  1.180	 -0.145	 -0.195
  1.184	 -0.170	 -0.225
  1.188	 -0.170	 -0.225
  1.192	 -0.190	 -0.215
  1.196	 -0.180	 -0.230
  1.200	 -0.195	 -0.245
  1.204	 -0.210	 -0.230
  1.208	 -0.210	 -0.235
  1.212	 -0.210	 -0.245
  1.216	 -0.195	 -0.230
  1.220	 -0.170	 -0.220
  1.224	 -0.150	 -0.220
  1.228	 -0.165	 -0.210
  1.232	 -0.195	 -0.205
  1.236	 -0.195	 -0.215
  1.240	 -0.220	 -0.230
  1.244	 -0.210	 -0.255
  1.248	 -0.240	 -0.260
  1.252	 -0.225	 -0.270
  1.256	 -0.205	 -0.250
  1.260	 -0.190	 -0.270
  1.264	 -0.145	 -0.250
  1.268	 -0.115	 -0.240
  1.272	 -0.070	 -0.210
  1.276	  0.005	 -0.210
  1.280	  0.060	 -0.185
  1.284	  0.090	 -0.160
  1.288	  0.110	 -0.110
  1.292	  0.140	 -0.075
  1.296	  0.120	 -0.100
  1.300	  0.060	 -0.115
  1.304	  0.060	 -0.155
  1.308	  0.035	 -0.180
  1.312	  0.010	 -0.225
  1.316	 -0.040	 -0.220
  1.320	 -0.095	 -0.215
  1.324	 -0.130	 -0.200
  1.328	 -0.190	 -0.220
  1.332	 -0.240	 -0.215
  1.336	 -0.265	 -0.225
  1.340	 -0.290	 -0.255
  1.344	 -0.270	 -0.275
  1.348	 -0.270	 -0.295
  1.352	 -0.265	 -0.315
  1.356	 -0.255	 -0.310
  1.360	 -0.255	 -0.340
  1.364	 -0.245	 -0.320
  1.368	 -0.240	 -0.305
  1.372	 -0.240	 -0.330
  1.376	 -0.200	 -0.305
  1.380	 -0.165	 -0.295
  1.384	 -0.140	 -0.240
  1.388	  0.010	 -0.215
  1.392	  0.295	 -0.220
  1.396	  0.660	 -0.250
  1.400	  0.870	 -0.305
  1.404	  1.045	 -0.460
  1.408	  1.105	 -0.890
  1.412	  0.715	 -1.385
  1.416	 -0.240	 -1.785
  1.420	 -1.110	 -2.085
  1.424	 -1.545	 -2.265
  1.428	 -1.645	 -2.500
  1.432	 -1.585	 -2.715
  1.436	 -1.345	 -2.535
  1.440	 -1.000	 -2.230
  1.444	 -0.715	 -1.850
  1.448	 -0.510	 -1.450
  1.452	 -0.410	 -1.135
  1.456	 -0.360	 -0.825
  1.460	 -0.330	 -0.580
  1.464	 -0.300	 -0.440
  1.468	 -0.330	 -0.340
  1.472	 -0.300	 -0.310
  1.476	 -0.305	 -0.280
  1.480	 -0.300	 -0.320
  1.484	 -0.285	 -0.300
  1.488	 -0.280	 -0.305
  1.492	 -0.280	 -0.270
  1.496	 -0.260	 -0.255
  1.500	 -0.255	 -0.255
  1.504	 -0.255	 -0.270
  1.508	 -0.300	 -0.245
  1.512	 -0.320	 -0.240
  1.516	 -0.330	 -0.225
  1.520	 -0.320	 -0.225
  1.524	 -0.305	 -0.210
  1.528	 -0.335	 -0.220
  1.532	 -0.300	 -0.230
  1.536	 -0.295	 -0.200
  1.540	 -0.300	 -0.175
  1.544	 -0.280	 -0.170
  1.548	 -0.310	 -0.190
  1.552	 -0.335	 -0.200
  1.556	 -0.360	 -0.175
  1.560	 -0.370	 -0.200
  1.564	 -0.395	 -0.170
  1.568	 -0.415	 -0.145
  1.572	 -0.420	 -0.195
  1.576	 -0.410	 -0.215
  1.580	 -0.410	 -0.190
  1.584	 -0.440	 -0.185
  1.588	 -0.410	 -0.190
  1.592	 -0.430	 -0.205
  1.596	 -0.475	 -0.195
  1.600	 -0.495	 -0.210
  1.604	 -0.520	 -0.220
  1.608	 -0.530	 -0.215
  1.612	 -0.540	 -0.235
  1.616	 -0.565	 -0.235
  1.620	 -0.570	 -0.265
  1.624	 -0.585	 -0.265
  1.628	 -0.590	 -0.270
  1.632	 -0.615	 -0.275
  1.636	 -0.640	 -0.290
  1.640	 -0.675	 -0.310
  1.644	 -0.700	 -0.315
  1.648	 -0.720	 -0.315
  1.652	 -0.715	 -0.340
  1.656	 -0.700	 -0.320
  1.660	 -0.745	 -0.360
  1.664	 -0.710	 -0.360
  1.668	 -0.705	 -0.340
  1.672	 -0.705	 -0.320
  1.676	 -0.690	 -0.330
  1.680	 -0.680	 -0.340
  1.684	 -0.690	 -0.365
  1.688	 -0.660	 -0.385
  1.692	 -0.655	 -0.400
  1.696	 -0.610	 -0.415
  1.700	 -0.550	 -0.385
  1.704	 -0.490	 -0.375
  1.708	 -0.405	 -0.360
  1.712	 -0.350	 -0.365
  1.716	 -0.300	 -0.345
  1.720	 -0.230	 -0.335
  1.724	 -0.195	 -0.285
  1.728	 -0.140	 -0.305
  1.732	 -0.100	 -0.295
  1.736	 -0.090	 -0.280
  1.740	 -0.050	 -0.255
  1.744	 -0.030	 -0.220
  1.748	  0.005	 -0.190
  1.752	  0.015	 -0.180
  1.756	  0.055	 -0.180
  1.760	  0.065	 -0.150
  1.764	  0.060	 -0.165
  1.768	  0.080	 -0.130
  1.772	  0.060	 -0.115
  1.776	  0.035	 -0.120
  1.780	  0.045	 -0.130
  1.784	  0.030	 -0.145
  1.788	  0.050	 -0.145
  1.792	  0.035	 -0.120
  1.796	  0.045	 -0.120
  1.800	  0.060	 -0.120
  1.804	  0.090	 -0.125
  1.808	  0.085	 -0.110
  1.812	  0.080	 -0.115
  1.816	  0.055	 -0.110
  1.820	  0.050	 -0.105
  1.824	  0.025	 -0.090
  1.828	  0.020	 -0.140
  1.832	  0.020	 -0.130
  1.836	  0.035	 -0.135
  1.840	  0.035	 -0.125
  1.844	  0.025	 -0.135
  1.848	  0.045	 -0.125
  1.852	  0.020	 -0.155
  1.856	  0.035	 -0.165
  1.860	  0.045	 -0.160
  1.864	  0.010	 -0.160
  1.868	 -0.015	 -0.140
  1.872	 -0.020	 -0.135
  1.876	 -0.015	 -0.155
  1.880	 -0.005	 -0.150
  1.884	 -0.010	 -0.120
  1.888	  0.010	 -0.150
  1.892	  0.040	 -0.130
  1.896	  0.030	 -0.150
  1.900	  0.035	 -0.135
  1.904	  0.025	 -0.155
  1.908	  0.015	 -0.155
  1.912	  0.025	 -0.150
  1.916	  0.030	 -0.170
  1.920	  0.015	 -0.175
  1.924	  0.000	 -0.175
  1.928	 -0.010	 -0.165
  1.932	  0.015	 -0.180
  1.936	  0.030	 -0.175
  1.940	  0.035	 -0.175
  1.944	  0.015	 -0.185
  1.948	  0.005	 -0.200
  1.952	  0.005	 -0.190
  1.956	 -0.020	 -0.160
  1.960	 -0.010	 -0.170
  1.964	 -0.015	 -0.165
  1.968	  0.000	 -0.180
  1.972	 -0.005	 -0.185
  1.976	  0.005	 -0.175
  1.980	  0.010	 -0.165
  1.984	  0.020	 -0.160
  1.988	  0.010	 -0.180
  1.992	  0.000	 -0.175
  1.996	 -0.005	 -0.170
  2.000	  0.015	 -0.135
  2.004	  0.000	 -0.170
  2.008	  0.020	 -0.185
  2.012	  0.005	 -0.160
  2.016	  0.025	 -0.165
  2.020	  0.035	 -0.180
  2.024	  0.045	 -0.160
  2.028	  0.060	 -0.145
  2.032	  0.060	 -0.170
  2.036	  0.045	 -0.180
  2.040	  0.010	 -0.190
  2.044	  0.020	 -0.175
  2.048	  0.005	 -0.160
  2.052	  0.015	 -0.155
  2.056	  0.020	 -0.170
  2.060	  0.010	 -0.200
  2.064	  0.020	 -0.170
  2.068	  0.050	 -0.190
  2.072	  0.045	 -0.175
  2.076	  0.025	 -0.170
  2.080	  0.030	 -0.185
  2.084	  0.025	 -0.170
  2.088	  0.020	 -0.160
  2.092	  0.015	 -0.180
  2.096	  0.020	 -0.205
  2.100	  0.040	 -0.160
  2.104	  0.060	 -0.170
  2.108	  0.045	 -0.180
  2.112	  0.035	 -0.155
  2.116	  0.025	 -0.170
  2.120	  0.025	 -0.165
  2.124	  0.020	 -0.175
  2.128	  0.020	 -0.175
  2.132	  0.010	 -0.195
  2.136	 -0.010	 -0.210
  2.140	  0.005	 -0.195
  2.144	  0.015	 -0.200
  2.148	  0.035	 -0.190
  2.152	  0.035	 -0.190
  2.156	  0.005	 -0.190
  2.160	  0.030	 -0.200
  2.164	  0.060	 -0.210
  2.168	  0.040	 -0.185
  2.172	  0.025	 -0.200
  2.176	  0.045	 -0.190
  2.180	  0.020	 -0.190
  2.184	  0.015	 -0.225
  2.188	  0.015	 -0.205
  2.192	  0.035	 -0.190
  2.196	  0.025	 -0.205
  2.200	  0.055	 -0.225
  2.204	  0.095	 -0.195
  2.208	  0.120	 -0.170
  2.212	  0.155	 -0.170
  2.216	  0.190	 -0.150
  2.220	  0.175	 -0.095
  2.224	  0.170	 -0.090
  2.228	  0.150	 -0.105
  2.232	  0.170	 -0.095
  2.236	  0.205	 -0.115
  2.240	  0.230	 -0.135
  2.244	  0.245	 -0.145
  2.248	  0.255	 -0.130
  2.252	  0.315	 -0.160
  2.256	  0.260	 -0.205
  2.260	  0.205	 -0.195
  2.264	  0.180	 -0.195
  2.268	  0.130	 -0.230
  2.272	  0.060	 -0.260
  2.276	  0.030	 -0.235
  2.280	  0.020	 -0.220
  2.284	  0.000	 -0.215
  2.288	 -0.035	 -0.225
  2.292	 -0.045	 -0.215
  2.296	 -0.025	 -0.235
  2.300	  0.000	 -0.240
  2.304	  0.005	 -0.225
  2.308	  0.020	 -0.195
  2.312	  0.040	 -0.200
  2.316	  0.120	 -0.205
  2.320	  0.170	 -0.135
  2.324	  0.340	 -0.075
  2.328	  0.635	 -0.030
  2.332	  1.025	 -0.065
  2.336	  1.260	 -0.110
  2.340	  1.495	 -0.210
  2.344	  1.530	 -0.415
  2.348	  1.050	 -0.765
  2.352	  0.120	 -1.095
  2.356	 -0.730	 -1.420
  2.360	 -1.215	 -1.610
  2.364	 -1.275	 -1.790
  2.368	 -1.185	 -1.900
  2.372	 -1.070	 -1.860
  2.376	 -0.850	 -1.705
  2.380	 -0.560	 -1.450
  2.384	 -0.315	 -1.185
  2.388	 -0.165	 -0.965
  2.392	 -0.120	 -0.710
  2.396	 -0.090	 -0.480
  2.400	 -0.070	 -0.335
  2.404	 -0.065	 -0.265
  2.408	 -0.060	 -0.255
  2.412	 -0.065	 -0.225
  2.416	 -0.040	 -0.215
  2.420	 -0.025	 -0.185
  2.424	 -0.020	 -0.170
  2.428	 -0.020	 -0.170
  2.432	 -0.015	 -0.150
  2.436	 -0.020	 -0.140
  2.440	 -0.015	 -0.105
  2.444	 -0.040	 -0.125
  2.448	 -0.045	 -0.115
  2.452	 -0.040	 -0.125
  2.456	 -0.040	 -0.140
  2.460	  0.000	 -0.140
  2.464	  0.005	 -0.115
  2.468	 -0.005	 -0.120
  2.472	  0.000	 -0.125
  2.476	 -0.010	 -0.125
  2.480	 -0.030	 -0.110
  2.484	 -0.065	 -0.105
  2.488	 -0.080	 -0.115
  2.492	 -0.110	 -0.110
  2.496	 -0.120	 -0.140
  2.500	 -0.090	 -0.115
  2.504	 -0.085	 -0.115
  2.508	 -0.090	 -0.090
  2.512	 -0.125	 -0.110
  2.516	 -0.125	 -0.120
  2.520	 -0.125	 -0.105
  2.524	 -0.110	 -0.090
  2.528	 -0.140	 -0.110
  2.532	 -0.200	 -0.150
  2.536	 -0.245	 -0.140
  2.540	 -0.260	 -0.125
  2.544	 -0.275	 -0.140
  2.548	 -0.305	 -0.170
  2.552	 -0.305	 -0.145
  2.556	 -0.315	 -0.115
  2.560	 -0.295	 -0.150
  2.564	 -0.310	 -0.135
  2.568	 -0.315	 -0.160
  2.572	 -0.355	 -0.160
  2.576	 -0.395	 -0.160
  2.580	 -0.415	 -0.170
  2.584	 -0.425	 -0.190
  2.588	 -0.435	 -0.195
  2.592	 -0.445	 -0.215
  2.596	 -0.465	 -0.220
  2.600	 -0.435	 -0.220
  2.604	 -0.430	 -0.215
  2.608	 -0.425	 -0.235
  2.612	 -0.430	 -0.245
  2.616	 -0.435	 -0.270
  2.620	 -0.400	 -0.275
  2.624	 -0.340	 -0.285
  2.628	 -0.330	 -0.275
  2.632	 -0.275	 -0.270
  2.636	 -0.250	 -0.240
  2.640	 -0.215	 -0.245
  2.644	 -0.145	 -0.210
  2.648	 -0.075	 -0.205
  2.652	 -0.025	 -0.200
  2.656	  0.000	 -0.160
  2.660	  0.015	 -0.155
  2.664	  0.005	 -0.135
  2.668	  0.000	 -0.080
  2.672	  0.000	 -0.040
  2.676	  0.050	  0.005
  2.680	  0.070	  0.015
  2.684	  0.095	  0.015
  2.688	  0.125	  0.010
  2.692	  0.105	  0.030
  2.696	  0.110	  0.005
  2.700	  0.100	  0.015
  2.704	  0.075	  0.025
  2.708	  0.075	  0.040
  2.712	  0.090	  0.040
  2.716	  0.100	  0.015
  2.720	  0.105	  0.020
  2.724	  0.095	  0.050
  2.728	  0.095	  0.030
  2.732	  0.105	  0.035
  2.736	  0.110	  0.005
  2.740	  0.105	  0.025
  2.744	  0.110	  0.025
  2.748	  0.105	  0.035
  2.752	  0.085	  0.040
  2.756	  0.060	  0.040
  2.760	  0.075	  0.025
  2.764	  0.065	  0.030
  2.768	  0.065	  0.040
  2.772	  0.070	  0.035
  2.776	  0.090	  0.040
  2.780	  0.100	  0.035
  2.784	  0.095	  0.045
  2.788	  0.115	  0.050
  2.792	  0.090	  0.040
  2.796	  0.055	  0.050
  2.800	  0.035	  0.055
  2.804	  0.050	  0.050
  2.808	  0.045	  0.050
  2.812	  0.050	  0.060
  2.816	  0.055	  0.070
  2.820	  0.050	  0.035
  2.824	  0.045	  0.060
  2.828	  0.050	  0.080
  2.832	  0.050	  0.060
  2.836	  0.045	  0.045
  2.840	  0.035	  0.075
  2.844	  0.050	  0.080
  2.848	  0.015	  0.070
  2.852	  0.015	  0.095
  2.856	  0.040	  0.090
  2.860	  0.090	  0.095
  2.864	  0.150	  0.120
  2.868	  0.170	  0.135
  2.872	  0.235	  0.215
  2.876	  0.435	  0.220
  2.880	  0.775	  0.220
  2.884	  1.125	  0.155
  2.888	  1.325	  0.075
  2.892	  1.335	 -0.025
  2.896	  0.940	 -0.265
  2.900	  0.000	 -0.600
  2.904	 -0.920	 -0.950
  2.908	 -1.360	 -1.280
  2.912	 -1.430	 -1.505
  2.916	 -1.325	 -1.695
  2.920	 -1.145	 -1.725
  2.924	 -0.845	 -1.555
  2.928	 -0.555	 -1.235
  2.932	 -0.325	 -0.925
  2.936	 -0.190	 -0.615
  2.940	 -0.115	 -0.385
  2.944	 -0.040	 -0.180
  2.948	 -0.025	 -0.010
  2.952	 -0.010	  0.065
  2.956	 -0.005	  0.135
  2.960	  0.000	  0.135
  2.964	 -0.005	  0.155
  2.968	  0.010	  0.175
  2.972	 -0.020	  0.155
  2.976	 -0.010	  0.180
  2.980	 -0.025	  0.200
  2.984	 -0.020	  0.180
  2.988	 -0.025	  0.195
  2.992	 -0.020	  0.230
  2.996	 -0.020	  0.215
  3.000	 -0.025	  0.230
  3.004	 -0.030	  0.260
  3.008	 -0.030	  0.240
  3.012	 -0.045	  0.250
  3.016	 -0.050	  0.245
  3.020	 -0.085	  0.250
  3.024	 -0.075	  0.265
  3.028	 -0.060	  0.290
  3.032	 -0.090	  0.265
  3.036	 -0.100	  0.270
  3.040	 -0.100	  0.265
  3.044	 -0.100	  0.275
  3.048	 -0.115	  0.280
  3.052	 -0.105	  0.265
  3.056	 -0.115	  0.275
  3.060	 -0.160	  0.270
  3.064	 -0.190	  0.260
  3.068	 -0.200	  0.295
  3.072	 -0.250	  0.285
  3.076	 -0.245	  0.285
  3.080	 -0.280	  0.280
  3.084	 -0.265	  0.285
  3.088	 -0.285	  0.270
  3.092	 -0.305	  0.265
  3.096	 -0.350	  0.245
  3.100	 -0.385	  0.255
  3.104	 -0.405	  0.240
  3.108	 -0.425	  0.220
  3.112	 -0.475	  0.215
  3.116	 -0.470	  0.220
  3.120	 -0.475	  0.235
  3.124	 -0.485	  0.195
  3.128	 -0.480	  0.180
  3.132	 -0.510	  0.180
  3.136	 -0.515	  0.195
  3.140	 -0.495	  0.175
  3.144	 -0.505	  0.160
  3.148	 -0.500	  0.155
  3.152	 -0.455	  0.145
  3.156	 -0.425	  0.150
  3.160	 -0.385	  0.140
  3.164	 -0.330	  0.145
  3.168	 -0.300	  0.125
  3.172	 -0.240	  0.180
  3.176	 -0.200	  0.195
  3.180	 -0.115	  0.210
  3.184	 -0.080	  0.205
  3.188	 -0.075	  0.215
  3.192	 -0.045	  0.225
  3.196	 -0.035	  0.275
  3.200	 -0.010	  0.290
  3.204	 -0.020	  0.305
  3.208	  0.010	  0.295
  3.212	  0.025	  0.315
  3.216	  0.030	  0.350
  3.220	  0.015	  0.395
  3.224	 -0.005	  0.390
  3.228	 -0.005	  0.410
  3.232	 -0.040	  0.405
  3.236	 -0.060	  0.410
  3.240	 -0.095	  0.405
  3.244	 -0.080	  0.415
  3.248	 -0.090	  0.420
  3.252	 -0.100	  0.425
  3.256	 -0.085	  0.415
  3.260	 -0.105	  0.395
  3.264	 -0.115	  0.405
  3.268	 -0.120	  0.410
  3.272	 -0.120	  0.400
  3.276	 -0.150	  0.420
  3.280	 -0.160	  0.405
  3.284	 -0.170	  0.425
  3.288	 -0.180	  0.415
  3.292	 -0.170	  0.405
  3.296	 -0.185	  0.415
  3.300	 -0.190	  0.420
  3.304	 -0.180	  0.385
  3.308	 -0.185	  0.410
  3.312	 -0.215	  0.410
  3.316	 -0.215	  0.425
  3.320	 -0.220	  0.390
  3.324	 -0.235	  0.390
  3.328	 -0.225	  0.395
  3.332	 -0.235	  0.410
  3.336	 -0.275	  0.400
  3.340	 -0.260	  0.400
  3.344	 -0.240	  0.405
  3.348	 -0.250	  0.395
  3.352	 -0.240	  0.385
  3.356	 -0.225	  0.415
  3.360	 -0.265	  0.415
  3.364	 -0.275	  0.415
  3.368	 -0.275	  0.420
  3.372	 -0.230	  0.410
